خموده,N,,,,,,,,,
بگردید,F,,,,,,,,,
,,,,,,,,,,
یک,F,,,,,,,,,
نفر,N,,,,,,,,,
را,F,,,,,,,,,
می‌فرستم,N,,,,,,,,,
که,N,,,,,,,,,
زخم‌هات,C,,,,,,,,,
را,F,,,,,,,,,
ببیند,N,,,,,,,,,
,,,,,,,,,,
از,N,,,,,,,,,
آنجا,F,,,,,,,,,
رد,N,,,,,,,,,
میشید,C,,,,,,,,,
,,,,,,,,,,
احتمالا,N,,,,,,,,,
نزدیک‌های,F,,,,,,,,,
پیچ,N,,,,,,,,,
بعدی,N,,,,,,,,,
باشند,F,,,,,,,,,
,,,,,,,,,,
و,N,,,,,,,,,
اینکه,N,,,,,,,,,
روزای,N,,,,,,,,,
روز,N,,,,,,,,,
هیچ,N,,,,,,,,,
غذایی,N,,,,,,,,,
از,N,,,,,,,,,
اون,C,,,,,,,,,
دریچه,N,,,,,,,,,
بیرون,N,,,,,,,,,
نیاد,C,,,,,,,,,
,,,,,,,,,,
و,N,,,,,,,,,
شاید,N,,,,,,,,,
دیگه,C,,,,,,,,,
هیچوقت,N,,,,,,,,,
منو,C,,,,,,,,,
نبینن,C,,,,,,,,,
,,,,,,,,,,
پس,N,,,,,,,,,
چه,N,,,,,,,,,
اتفاقی,N,,,,,,,,,
برای,F,,,,,,,,,
آن,F,,,,,,,,,
افتاده؟,N,,,,,,,,,
چرا,N,,,,,,,,,
برای,F,,,,,,,,,
تو,N,,,,,,,,,
مهم,N,,,,,,,,,
هست؟,F,,,,,,,,,
,,,,,,,,,,
بوش,C,,,,,,,,,
مثل,F,,,,,,,,,
لباس,N,,,,,,,,,
زیر,N,,,,,,,,,
قدیمه,C,,,,,,,,,
,,,,,,,,,,
باید,N,,,,,,,,,
با,N,,,,,,,,,
خودت,N,,,,,,,,,
می‌بردیش,N,,,,,,,,,
خانه,F,,,,,,,,,
,,,,,,,,,,
تو,N,,,,,,,,,
فقط,N,,,,,,,,,
می‌خواهی,F,,,,,,,,,
این,N,,,,,,,,,
اطراف,N,,,,,,,,,
بنشینی,F,,,,,,,,,
,,,,,,,,,,
چیه؟,C,,,,,,,,,
کی,N,,,,,,,,,
آخرین,N,,,,,,,,,
نفر,N,,,,,,,,,
اومد,C,,,,,,,,,
بیرون؟,N,,,,,,,,,
,,,,,,,,,,
باید,N,,,,,,,,,
بروم,F,,,,,,,,,
پیش,N,,,,,,,,,
دوونز,N,,,,,,,,,
دوم,N,,,,,,,,,
بعد,N,,,,,,,,,
ایکوست,N,,,,,,,,,
,,,,,,,,,,
تو,N,,,,,,,,,
هم,N,,,,,,,,,
کاش,N,,,,,,,,,
یک,F,,,,,,,,,
ابله,N,,,,,,,,,
دیگر,F,,,,,,,,,
را,F,,,,,,,,,
با,N,,,,,,,,,
خودت,N,,,,,,,,,
میوردی,C,,,,,,,,,
,,,,,,,,,,
بیدار,N,,,,,,,,,
شو,N,,,,,,,,,
کیلگور,N,,,,,,,,,
بی,N,,,,,,,,,
مصرف,N,,,,,,,,,
احمق,N,,,,,,,,,
,,,,,,,,,,
نقشه,N,,,,,,,,,
تا,N,,,,,,,,,
بتوانی,F,,,,,,,,,
دروغ,N,,,,,,,,,
شدن,N,,,,,,,,,
را,F,,,,,,,,,
بگیری,N,,,,,,,,,
,,,,,,,,,,
گردان,N,,,,,,,,,
نیوفندلند,N,,,,,,,,,
پیشروی,N,,,,,,,,,
کردند,F,,,,,,,,,
و,N,,,,,,,,,
درخواست,N,,,,,,,,,
پشتیبانی,N,,,,,,,,,
کردند,F,,,,,,,,,
,,,,,,,,,,
می‌شود,F,,,,,,,,,
از,N,,,,,,,,,
کنارش,N,,,,,,,,,
رد,N,,,,,,,,,
شد؟,N,,,,,,,,,
,,,,,,,,,,
راننده,N,,,,,,,,,
چطور,N,,,,,,,,,
هست,F,,,,,,,,,
برای,F,,,,,,,,,
یبارم,C,,,,,,,,,
شده,N,,,,,,,,,
برای,F,,,,,,,,,
تنوع,N,,,,,,,,,
درون,N,,,,,,,,,
مسیر,N,,,,,,,,,
رانندگی,N,,,,,,,,,
کنی؟,N,,,,,,,,,
,,,,,,,,,,
جایی,N,,,,,,,,,
که,N,,,,,,,,,
خدا,N,,,,,,,,,
رستگار,N,,,,,,,,,
کرده,N,,,,,,,,,
درش,C,,,,,,,,,
به,N,,,,,,,,,
خواب,N,,,,,,,,,
ابدی,N,,,,,,,,,
فرو,N,,,,,,,,,
خواهم,F,,,,,,,,,
رفت,F,,,,,,,,,
,,,,,,,,,,
احتمالا,N,,,,,,,,,
این,N,,,,,,,,,
بلا,N,,,,,,,,,
را,F,,,,,,,,,
سرش,N,,,,,,,,,
آورده,N,,,,,,,,,
و,N,,,,,,,,,
ماشینش,N,,,,,,,,,
را,F,,,,,,,,,
دزدیده,N,,,,,,,,,
,,,,,,,,,,
دارم,N,,,,,,,,,
از,N,,,,,,,,,
حالگیری,C,,,,,,,,,
تو,N,,,,,,,,,
لذت,N,,,,,,,,,
می‌برم,N,,,,,,,,,
,,,,,,,,,,
آخرین,N,,,,,,,,,
پایمرد,N,,,,,,,,,
,,,,,,,,,,
اگر,F,,,,,,,,,
اوکی,C,,,,,,,,,
بودن,C,,,,,,,,,
می‌توانند,F,,,,,,,,,
بعدش,N,,,,,,,,,
فقلمم,C,,,,,,,,,
ببینند,F,,,,,,,,,
,,,,,,,,,,
می‌روم,F,,,,,,,,,
تا,N,,,,,,,,,
عزیزان,N,,,,,,,,,
و,N,,,,,,,,,
از,N,,,,,,,,,
دست,F,,,,,,,,,
دادگانم,N,,,,,,,,,
را,F,,,,,,,,,
ببینم,N,,,,,,,,,
,,,,,,,,,,
من,N,,,,,,,,,
یک,F,,,,,,,,,
مسافر,N,,,,,,,,,
غریبه,N,,,,,,,,,
هستم,F,,,,,,,,,
,,,,,,,,,,
هستند,F,,,,,,,,,
سرزمین‌هایی,F,,,,,,,,,
که,N,,,,,,,,,
پستاندارن,N,,,,,,,,,
زندگی,N,,,,,,,,,
می‌کنند,F,,,,,,,,,
,,,,,,,,,,
اینطوری,C,,,,,,,,,
نیست,F,,,,,,,,,
لطفا,N,,,,,,,,,
سربازهاتون,F,,,,,,,,,
را,F,,,,,,,,,
نفرستید,F,,,,,,,,,
,,,,,,,,,,
دوستم,F,,,,,,,,,
رو,C,,,,,,,,,
اذیت,N,,,,,,,,,
میکنه,C,,,,,,,,,
مولی,N,,,,,,,,,
,,,,,,,,,,
سرجوخه,N,,,,,,,,,
بلیک,N,,,,,,,,,
و,N,,,,,,,,,
اسکوفیلد,N,,,,,,,,,
قربان,N,,,,,,,,,
,,,,,,,,,,
روی,N,,,,,,,,,
لیوان,N,,,,,,,,,
شراب,N,,,,,,,,,
لکه,N,,,,,,,,,
رژ,N,,,,,,,,,
لب,N,,,,,,,,,
بود,N,,,,,,,,,
,,,,,,,,,,
سلام,N,,,,,,,,,
شما,N,,,,,,,,,
امی,N,,,,,,,,,
هستید,F,,,,,,,,,
از,N,,,,,,,,,
شرکت,N,,,,,,,,,
واکی,N,,,,,,,,,
سوآپ؟,N,,,,,,,,,
,,,,,,,,,,
گردوخاک,N,,,,,,,,,
خیلی,N,,,,,,,,,
گردوخاک,N,,,,,,,,,
رفته,N,,,,,,,,,
توی,C,,,,,,,,,
چشم,N,,,,,,,,,
م,N,,,,,,,,,
,,,,,,,,,,
حوا,N,,,,,,,,,
است,F,,,,,,,,,
به,N,,,,,,,,,
خط,N,,,,,,,,,
الراس,N,,,,,,,,,
باشد,F,,,,,,,,,
,,,,,,,,,,
عالی,N,,,,,,,,,
شد,N,,,,,,,,,
آخرین,N,,,,,,,,,
خونه,C,,,,,,,,,
کیلومترها,F,,,,,,,,,
عقب,N,,,,,,,,,
تر,N,,,,,,,,,
بود,N,,,,,,,,,
,,,,,,,,,,
مادرم,N,,,,,,,,,
باغ,N,,,,,,,,,
داره,C,,,,,,,,,
فقط,N,,,,,,,,,
چندتا,F,,,,,,,,,
درختن,C,,,,,,,,,
,,,,,,,,,,
تعطیلات,N,,,,,,,,,
بهار,N,,,,,,,,,
سال,N,,,,,,,,,
پیش,N,,,,,,,,,
رفتیم,N,,,,,,,,,
فلوریدا,N,,,,,,,,,
,,,,,,,,,,
جایی,N,,,,,,,,,
برای,F,,,,,,,,,
نگرانی,N,,,,,,,,,
نیست,F,,,,,,,,,
هیچ,N,,,,,,,,,
کس,N,,,,,,,,,
جلوتون,N,,,,,,,,,
نخواهد,N,,,,,,,,,
بود,N,,,,,,,,,
,,,,,,,,,,
خب,N,,,,,,,,,
با,N,,,,,,,,,
آن,F,,,,,,,,,
کار,N,,,,,,,,,
مدال,N,,,,,,,,,
ت,N,,,,,,,,,
به,N,,,,,,,,,
راه,N,,,,,,,,,
هست,F,,,,,,,,,
دیگر,F,,,,,,,,,
,,,,,,,,,,
اما,N,,,,,,,,,
زمین,N,,,,,,,,,
های,F,,,,,,,,,
طلایی,N,,,,,,,,,
را,F,,,,,,,,,
در,N,,,,,,,,,
پیش,N,,,,,,,,,
دارم,N,,,,,,,,,
,,,,,,,,,,
نیروی,N,,,,,,,,,
جایگزین,N,,,,,,,,,
هستید؟,F,,,,,,,,,
نه,N,,,,,,,,,
قربان,N,,,,,,,,,
,,,,,,,,,,
آره,C,,,,,,,,,
دیدمت,N,,,,,,,,,
پدر,N,,,,,,,,,
و,N,,,,,,,,,
مادرم,N,,,,,,,,,
هم,N,,,,,,,,,
احتمالا,N,,,,,,,,,
دیدنت,C,,,,,,,,,
,,,,,,,,,,
فکر,F,,,,,,,,,
کنم,N,,,,,,,,,
باید,N,,,,,,,,,
یه,C,,,,,,,,,
دکتر,N,,,,,,,,,
بری,C,,,,,,,,,
,,,,,,,,,,
سه,N,,,,,,,,,
مایل,N,,,,,,,,,
عمق,N,,,,,,,,,
استحکامات,N,,,,,,,,,
میدانی,N,,,,,,,,,
تجهیزات,N,,,,,,,,,
دفاعی,N,,,,,,,,,
توپخانه,F,,,,,,,,,
,,,,,,,,,,
تنها,N,,,,,,,,,
راه,N,,,,,,,,,
ورود,N,,,,,,,,,
و,N,,,,,,,,,
خروج,N,,,,,,,,,
از,N,,,,,,,,,
اینجا,N,,,,,,,,,
پنجره,N,,,,,,,,,
هست,F,,,,,,,,,
,,,,,,,,,,
چند,F,,,,,,,,,
عدد,N,,,,,,,,,
سرباز,N,,,,,,,,,
آلمانی,N,,,,,,,,,
که,N,,,,,,,,,
از,N,,,,,,,,,
گردانشون,C,,,,,,,,,
عقب‌افتاده,N,,,,,,,,,
بودن,C,,,,,,,,,
برای,F,,,,,,,,,
ما,N,,,,,,,,,
دردسرساز,N,,,,,,,,,
شدن,C,,,,,,,,,
,,,,,,,,,,
که,N,,,,,,,,,
در,N,,,,,,,,,
این,N,,,,,,,,,
دنیای,N,,,,,,,,,
پرمحنت,N,,,,,,,,,
گمگشته‌ام,N,,,,,,,,,
,,,,,,,,,,
باید,N,,,,,,,,,
صبر,F,,,,,,,,,
کنی,N,,,,,,,,,
تا,N,,,,,,,,,
گردان,N,,,,,,,,,
اول,N,,,,,,,,,
بیاد,C,,,,,,,,,
,,,,,,,,,,
اگر,F,,,,,,,,,
به,N,,,,,,,,,
هر,N,,,,,,,,,
طریقی,N,,,,,,,,,
به,N,,,,,,,,,
سرهنگ,N,,,,,,,,,
مک,N,,,,,,,,,
کنزی,N,,,,,,,,,
رسیدی,N,,,,,,,,,
,,,,,,,,,,
ولی,N,,,,,,,,,
مطمئنا,N,,,,,,,,,
قراره,C,,,,,,,,,
گند,N,,,,,,,,,
بزنن,C,,,,,,,,,
به,N,,,,,,,,,
آخر,N,,,,,,,,,
هفته,N,,,,,,,,,
مون,C,,,,,,,,,
,,,,,,,,,,
ولی,N,,,,,,,,,
اگر,F,,,,,,,,,
می‌خواهی,F,,,,,,,,,
برویم,F,,,,,,,,,
یک,F,,,,,,,,,
هتل,N,,,,,,,,,
مسخره,N,,,,,,,,,
تو,N,,,,,,,,,
شهر,N,,,,,,,,,
,,,,,,,,,,
در,N,,,,,,,,,
آن,F,,,,,,,,,
سرزمین,N,,,,,,,,,
تابناکی,N,,,,,,,,,
که,N,,,,,,,,,
رهسپارش,N,,,,,,,,,
هستم,F,,,,,,,,,
وجود,N,,,,,,,,,
ندارد,F,,,,,,,,,
,,,,,,,,,,
فکر,F,,,,,,,,,
کنم,N,,,,,,,,,
این,N,,,,,,,,,
زیادی,N,,,,,,,,,
اسون,C,,,,,,,,,
باشد,F,,,,,,,,,
,,,,,,,,,,
بنظر,N,,,,,,,,,
<,N,,,,,,,,,
عدد,N,,,,,,,,,
>,N,,,,,,,,,
مایل,N,,,,,,,,,
عقبتر,N,,,,,,,,,
در,N,,,,,,,,,
این,N,,,,,,,,,
نقطه,N,,,,,,,,,
یه,C,,,,,,,,,
خط,N,,,,,,,,,
جدید,N,,,,,,,,,
ساختن,C,,,,,,,,,
,,,,,,,,,,
اونجا,C,,,,,,,,,
سنگر,N,,,,,,,,,
هست,F,,,,,,,,,
قربان؟,N,,,,,,,,,
یا,N,,,,,,,,,
جایی,N,,,,,,,,,
که,N,,,,,,,,,
بشه,C,,,,,,,,,
ازش,N,,,,,,,,,
پایین,N,,,,,,,,,
پرید؟,N,,,,,,,,,
,,,,,,,,,,
تاحالا,N,,,,,,,,,
چاه,N,,,,,,,,,
دستشویی,F,,,,,,,,,
به,N,,,,,,,,,
این,N,,,,,,,,,
مزخرفی,N,,,,,,,,,
ندیدم,N,,,,,,,,,
,,,,,,,,,,
ما,N,,,,,,,,,
گمونم,C,,,,,,,,,
دو,N,,,,,,,,,
به,N,,,,,,,,,
یکه,C,,,,,,,,,
,,,,,,,,,,
یادته,C,,,,,,,,,
چه,N,,,,,,,,,
بوی,N,,,,,,,,,
بدی,N,,,,,,,,,
راه,N,,,,,,,,,
افتاده,N,,,,,,,,,
بود؟,N,,,,,,,,,
,,,,,,,,,,
پوششی,N,,,,,,,,,
هست,F,,,,,,,,,
قربان؟,N,,,,,,,,,
جایی,N,,,,,,,,,
که,N,,,,,,,,,
بشود,F,,,,,,,,,
از,N,,,,,,,,,
او,F,,,,,,,,,
حمله,N,,,,,,,,,
کرد؟,N,,,,,,,,,
,,,,,,,,,,
آب,N,,,,,,,,,
داغ,N,,,,,,,,,
باز,N,,,,,,,,,
هم,N,,,,,,,,,
کار,N,,,,,,,,,
نمی‌کند,F,,,,,,,,,
,,,,,,,,,,
من,N,,,,,,,,,
می‌روم,F,,,,,,,,,
با,N,,,,,,,,,
آن,F,,,,,,,,,
صحبت,N,,,,,,,,,
کنم,N,,,,,,,,,
اصلاً,F,,,,,,,,,
کار,N,,,,,,,,,
جالبی,N,,,,,,,,,
نکرده,N,,,,,,,,,
,,,,,,,,,,
سرباز,N,,,,,,,,,
بلیک,N,,,,,,,,,
در,N,,,,,,,,,
راه,N,,,,,,,,,
نجات,N,,,,,,,,,
هم,N,,,,,,,,,
رزمش,N,,,,,,,,,
,,,,,,,,,,
میدونم,C,,,,,,,,,
راه,N,,,,,,,,,
سخت,N,,,,,,,,,
و,N,,,,,,,,,
پردردسری,N,,,,,,,,,
دارم,N,,,,,,,,,
,,,,,,,,,,
یعنی,F,,,,,,,,,
من,N,,,,,,,,,
اصلاً,F,,,,,,,,,
حرفی,N,,,,,,,,,
درون,N,,,,,,,,,
این,N,,,,,,,,,
قضیه,N,,,,,,,,,
ندارم,N,,,,,,,,,
نه؟,N,,,,,,,,,
,,,,,,,,,,
در,N,,,,,,,,,
خط,N,,,,,,,,,
مقدم,N,,,,,,,,,
به,N,,,,,,,,,
پیش,N,,,,,,,,,
بروید,F,,,,,,,,,
تا,N,,,,,,,,,
جوخه,N,,,,,,,,,
یورکس,N,,,,,,,,,
را,F,,,,,,,,,
پیدا,N,,,,,,,,,
کنید,F,,,,,,,,,
,,,,,,,,,,
میدانم,F,,,,,,,,,
که,N,,,,,,,,,
مسیرم,N,,,,,,,,,
سخت,N,,,,,,,,,
و,N,,,,,,,,,
دشوار,N,,,,,,,,,
خواهد,F,,,,,,,,,
بود,N,,,,,,,,,
,,,,,,,,,,
مولی,N,,,,,,,,,
تو,N,,,,,,,,,
کالج,N,,,,,,,,,
منم,C,,,,,,,,,
سال,N,,,,,,,,,
آخرم,N,,,,,,,,,
,,,,,,,,,,
دنیل,N,,,,,,,,,
من,N,,,,,,,,,
وسایلتو,C,,,,,,,,,
برنداشتم,N,,,,,,,,,
باور,N,,,,,,,,,
کن,N,,,,,,,,,
,,,,,,,,,,
ارتش,N,,,,,,,,,
آلمان,N,,,,,,,,,
یه,C,,,,,,,,,
کلکی,N,,,,,,,,,
توی,C,,,,,,,,,
کارشه,C,,,,,,,,,
,,,,,,,,,,
سرجوخه,N,,,,,,,,,
بلیک,N,,,,,,,,,
در,N,,,,,,,,,
راه,N,,,,,,,,,
نجات,N,,,,,,,,,
همرزشم,N,,,,,,,,,
شجاعتی,N,,,,,,,,,
ستودنی,N,,,,,,,,,
از,N,,,,,,,,,
خود,N,,,,,,,,,
نشان,F,,,,,,,,,
داد,N,,,,,,,,,
و,N,,,,,,,,,
او,F,,,,,,,,,
را,F,,,,,,,,,
از,N,,,,,,,,,
مرگ,N,,,,,,,,,
حتمی,N,,,,,,,,,
نجات,N,,,,,,,,,
داد,N,,,,,,,,,
,,,,,,,,,,
اگر,F,,,,,,,,,
نتونید,C,,,,,,,,,
این,N,,,,,,,,,
را,F,,,,,,,,,
برسانید,F,,,,,,,,,
یک,F,,,,,,,,,
قتل‌عام,N,,,,,,,,,
رخ,N,,,,,,,,,
می‌دهد,F,,,,,,,,,
,,,,,,,,,,
ما,N,,,,,,,,,
گروهان,N,,,,,,,,,
دلتا,N,,,,,,,,,
هستیم,F,,,,,,,,,
شب,N,,,,,,,,,
کلاً,N,,,,,,,,,
داشتیم,N,,,,,,,,,
سنگر,N,,,,,,,,,
می‌کندیم,N,,,,,,,,,
,,,,,,,,,,
چه,N,,,,,,,,,
خبره,N,,,,,,,,,
پسر,N,,,,,,,,,
کوچولو,C,,,,,,,,,
امضاش,C,,,,,,,,,
کن,N,,,,,,,,,
,,,,,,,,,,
یه,C,,,,,,,,,
شکاف,N,,,,,,,,,
کوچیک,C,,,,,,,,,
درست,F,,,,,,,,,
پشتش,N,,,,,,,,,
هست,F,,,,,,,,,
,,,,,,,,,,
تو,N,,,,,,,,,
چه,F,,,,,,,,,
می‌دانی,F,,,,,,,,,
به,N,,,,,,,,,
زور,N,,,,,,,,,
انگلیسی,N,,,,,,,,,
حرف,N,,,,,,,,,
می‌زنی,N,,,,,,,,,
,,,,,,,,,,
بهتره,C,,,,,,,,,
حداقل,N,,,,,,,,,
صبر,F,,,,,,,,,
کنیم,N,,,,,,,,,
هوا,N,,,,,,,,,
تاریک,N,,,,,,,,,
بشه,C,,,,,,,,,
,,,,,,,,,,
متنفرم,N,,,,,,,,,
از,N,,,,,,,,,
اینکه,N,,,,,,,,,
اینها,F,,,,,,,,,
بیفته,C,,,,,,,,,
دست,F,,,,,,,,,
آلمانها,F,,,,,,,,,
پس,N,,,,,,,,,
وقتی,N,,,,,,,,,
به,N,,,,,,,,,
سمتتون,C,,,,,,,,,
تیراندازی,N,,,,,,,,,
کردن,C,,,,,,,,,
,,,,,,,,,,
چه,F,,,,,,,,,
کار,N,,,,,,,,,
داری,N,,,,,,,,,
می‌کنی؟,N,,,,,,,,,
باید,N,,,,,,,,,
جلوی,N,,,,,,,,,
این,N,,,,,,,,,
حمله,N,,,,,,,,,
را,F,,,,,,,,,
بگیرم,N,,,,,,,,,
,,,,,,,,,,
فکر,F,,,,,,,,,
می‌کردم,N,,,,,,,,,
می‌خواهند,F,,,,,,,,,
ما,N,,,,,,,,,
را,F,,,,,,,,,
برای,F,,,,,,,,,
پشتیبانی,N,,,,,,,,,
یا,N,,,,,,,,,
غذا,N,,,,,,,,,
و,N,,,,,,,,,
آذوقه,N,,,,,,,,,
بفرستند,F,,,,,,,,,
,,,,,,,,,,
هی,N,,,,,,,,,
راننده,N,,,,,,,,,
چطور,N,,,,,,,,,
هست,F,,,,,,,,,
بجای,C,,,,,,,,,
اینکارا,C,,,,,,,,,
یکمم,C,,,,,,,,,
سعی,N,,,,,,,,,
کنی,N,,,,,,,,,
درون,N,,,,,,,,,
جاده,N,,,,,,,,,
حرکت,N,,,,,,,,,
کنی,N,,,,,,,,,
,,,,,,,,,,
یک,F,,,,,,,,,
تکه,F,,,,,,,,,
قلع,N,,,,,,,,,
نیست,F,,,,,,,,,
روش,C,,,,,,,,,
نوار,N,,,,,,,,,
هم,N,,,,,,,,,
هست,F,,,,,,,,,
,,,,,,,,,,
پس,N,,,,,,,,,
تا,N,,,,,,,,,
زمان,N,,,,,,,,,
غروب,N,,,,,,,,,
آفتاب,N,,,,,,,,,
وقت,N,,,,,,,,,
داریم,N,,,,,,,,,
,,,,,,,,,,
مثل,F,,,,,,,,,
خر,N,,,,,,,,,
ترسیدم,N,,,,,,,,,
فکر,F,,,,,,,,,
کردم,N,,,,,,,,,
خونوادتن,C,,,,,,,,,
,,,,,,,,,,
عیبی,N,,,,,,,,,
نداره,C,,,,,,,,,
خودم,N,,,,,,,,,
بهش,C,,,,,,,,,
گفتم,N,,,,,,,,,
که,N,,,,,,,,,
میتونه,C,,,,,,,,,
,,,,,,,,,,
از,N,,,,,,,,,
منطقه,N,,,,,,,,,
بی,N,,,,,,,,,
طرف,N,,,,,,,,,
خارج,N,,,,,,,,,
از,N,,,,,,,,,
باکوم,N,,,,,,,,,
رد,N,,,,,,,,,
شدیم,N,,,,,,,,,
,,,,,,,,,,
